	 1.000000 	 1.003333 	
	 4.000000 	 2.003333 	
	 9.000000 	 2.996667 	
	 16.000000 	 4.003333 	
	 25.000000 	 5.006667 	
	 36.000000 	 5.996667 	
	 49.000000 	 6.993333 	
	 64.000000 	 8.003333 	
	 81.000000 	 9.006667 	
	 100.000000 	 9.996667 	
